var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,Y
1.0,0.7090486221908405,0.25137497431536465,0.05941235973052241,0.010531562952008374,0.0014934780401275277,0.00017649142443745006,1.7877285903696116e-05,1.5844831173159332e-06,1.2483061902416782e-07,8.851097842631592e-09,5.70532611835841e-10,3.371128019476206e-11,1.8386874441834928e-12,9.31227713527074e-14,4.401904848148658e-15,1.9507278547468667e-16,8.13624057457388e-18,3.2049945384526795e-19,1.1960510324310744e-20,1.1000872434620046,-5.199960317198666,-4.339982853394775,-2.0836590599161475,-4.12861503424826,-2.503503199741157,1.9146596473192854,3.429228079399309,0.20965908930342753,-3.250002103848083,0.7740305596557144,5.9488864849674945,-0.5344161408565808,1.9288425488907186,-2.08763176069896,0.7889126803047637,-2.4258104174906587,-3.5672680817352056,-2.9123410732368384,3.3505524219535108,5.19577207360058
1.0,0.8352100383885214,0.3487879041124777,0.09710371959441146,0.020275500342529153,0.0033868602838860503,0.00047145661795350443,5.62521857113527e-05,5.87279877342714e-06,5.450022765557937e-07,4.5519137232399595e-08,3.456185486844076e-09,2.405534010954076e-10,1.5454816566414212e-11,9.220012812658837e-13,5.1337648368022974e-14,2.6798574540145547e-15,1.3166140276725066e-16,6.1091625144178895e-18,2.6854915043098317e-19,1.0800438991638404,-3.8459720239507273,4.286241171772769,-0.2697954836108294,-8.792594485850508,1.807316096082781,1.8424914828650802,1.561770372448728,-3.14080988825928,-0.3914030161287415,4.809231747077321,-4.739417686460113,0.03644843305877492,2.9389213259112705,1.3229457993215015,-3.085345482963607,-1.849987037228412,3.4219692727187843,0.6300082570231755,-0.10271632352131022,5.284249710160185
1.0,0.7351830088601432,0.2702470282583267,0.06622700779015626,0.012172242713742806,0.0017897652045730781,0.00021930082804187087,2.3032320372191926e-05,2.1166213240323546e-06,1.7290044817996073e-07,1.271134717262108e-08,8.495605873666763e-10,5.20485424024353e-11,2.943477231554395e-12,1.545710319718203e-13,7.575866424510683e-15,3.4810301704339373e-16,1.50540837331327e-17,6.148614763642798e-19,2.3791353169772685e-20,-2.3179044616499676,2.278214083716075,2.6834157654417075,-7.2724325895586075,4.830657214166741,2.545643539983653,-6.613544300210461,0.8563830325774603,0.6395624230273514,0.4617538376781183,-0.5529258478271002,5.0760366039614375,-0.0356437813898555,-0.8469547212916377,-2.541476807790813,-0.9267324575161977,-1.4278394687234937,-2.0800904555849913,-1.1394167986649553,1.823676725667191,5.351813267602967
1.0,0.2032331891387853,0.02065186458376064,0.0013990481003400025,7.10832517976645e-05,2.88929519143893e-06,9.786677935324848e-08,2.8413968112432167e-09,7.218326694471676e-11,1.6300039492923387e-12,3.312709009234969e-14,6.120476514869168e-16,1.0365699676382494e-17,1.6205032329892992e-19,2.3524288575009092e-21,3.1872774595467924e-23,4.048503517336627e-25,4.8399428298112486e-27,5.464650091955207e-29,5.845254030082174e-31,6.1983066634071236,-0.4600466785899976,0.30468034836558383,1.8872141146467238,2.5087335562826567,4.319118482086024,-0.996556778354831,0.509502344776765,1.490633244770639,5.158767033408088,1.717807418381411,-2.0436607669062394,-0.23615152198219558,-1.7480479877457817,1.779986714916089,-1.780352177593139,0.6038753951412796,1.4010808152401537,2.2544520285261687,-2.291230402780009,5.152708158804187
1.0,0.36728054958379147,0.06744750105128595,0.008257385084723219,0.0007581942330105366,5.569399891827423e-05,3.409220421870474e-06,1.7887719288526762e-07,8.212264213863371e-09,3.351338793105602e-10,1.2308815537733059e-11,4.109807759476463e-13,1.2578770438202051e-14,3.553798245870153e-16,9.3231498060936e-18,2.282807723089384e-19,5.240192969564954e-21,1.132129972815845e-22,2.310051770089369e-24,4.4654583351864934e-26,-1.673629896932391,2.589174795223118,-5.935721520159452,4.9008794691301585,-1.165597892833297,3.506774717217075,1.3068775524990803,-5.360521327414398,2.161546934438876,1.337520131503704,-1.7147045920825015,-4.683015690058233,-0.19481370390913325,3.4123282517923674,1.0788351754545322,-1.3853541992115417,2.7001199408040772,2.3008821276535123,2.448896918060629,-1.376531357617607,5.280005658184707
1.0,-1.0324645464295357,0.5329915198169735,-0.18343161591954013,0.04734666003280119,-0.009776749575143902,0.001682357885942684,-0.00024813926737742367,3.2024374518023626e-05,-3.6737812568267606e-06,3.79304889901097e-07,-3.560171373729465e-08,3.0631256021575073e-09,-2.4327450657601914e-10,1.7940878792134192e-11,-1.2348880856445405e-12,7.968613545226425e-14,-4.83959468802615e-15,2.7759499635976164e-16,-1.508457852672052e-17,-2.5877504573897427,2.162878104492325,0.14402737722531408,0.019868732213718238,-0.20581038423223985,2.1978648938680974,-4.202467020740815,6.547670179747165,3.408435594471639,1.055937623123215,-1.8659244727147297,1.511416104639336,-3.9057128689165546,-2.9321454629816106,-1.057504296814139,-0.22396745573978316,-0.2525624428457849,-1.6756784922549524,-0.2094987727597195,2.342887492752239,0.9246135374091292
1.0,-0.7602164195461422,0.288964502273778,-0.07322518643150153,0.01391674726238871,-0.0021159479551083444,0.0002680963963964078,-2.9115897508814337e-05,2.76679791950291e-06,-2.3370724533024635e-07,1.7766808526695173e-08,-1.2278745059023702e-09,7.77875300440907e-11,-4.548873659650507e-12,2.470091747505189e-13,-1.2518695361592457e-14,5.948073603236696e-16,-2.659896010499719e-17,1.1233870119262023e-18,-4.4948276419535615e-20,-1.9188157761534352,-2.0906355455355676,0.5974129829803172,1.8719207416539465,-1.449832936596402,3.150151867424987,3.481585544831859,-0.37298935291254764,1.7601101043954097,-2.402267852999829,-3.3516329315895703,-4.145624800118226,-2.494794601301247,-1.4142554801323277,2.182780619853734,-0.42803601494579613,-0.901157533637863,-2.384750160983247,-9.562348841279789,-3.689024945053032,2.7198556279211252
1.0,0.7211842875699749,0.2600533883189061,0.06251547252830944,0.011271294129357295,0.0016257360453344363,0.00019540921527189066,2.0132293671495186e-05,1.8148867335783463e-06,1.4542975510843315e-07,1.0488165432935128e-08,6.876272832424871e-10,4.1325499364909196e-11,2.2925616013811915e-12,1.1809710037159823e-13,5.677984879704726e-15,2.5592959251893387e-16,1.0857200049931843e-17,4.350023379452662e-19,1.6511413220122642e-20,0.5813046807243033,5.113200686616642,2.670441153220216,1.2738605261823501,5.524643610253135,-2.402952261468559,5.500845834626517,-1.343455317234466,3.0175727170735107,-4.258788914957181,0.1367186273223951,1.8067336385762842,-2.3847308832403287,3.243989722506593,4.980991841817614,-0.5742067413225018,-4.138085089078291,-1.6794853719615477,-0.7932981343180663,-1.8942748970996468,5.179781849203572
1.0,0.7212151164925606,0.2600756221286889,0.06252349003680585,0.011273221537604098,0.0016260835568979166,0.00019545934031912804,2.0138318699688428e-05,1.8155074833700127e-06,1.4548571567909102e-07,1.0492649738149918e-08,6.879506912014028e-10,4.134670315799644e-11,2.2938359488213637e-12,1.1816779721743024e-13,5.681626775722548e-15,2.5610469480749935e-16,1.086509278234602e-17,4.353371753734536e-19,1.6524829034237245e-20,4.031744614200947,1.6142888305458072,5.920897263109204,-0.9801787131238169,-3.91868662314579,3.4426836432497687,-1.7166616835094404,1.3299525537619343,4.443936075370092,0.7744434778361623,1.608445310275994,-2.6136399243095307,3.3742405192762206,4.662310389905963,-3.602934995349356,-2.7122878563922965,-1.6284091774047336,0.2640206003692917,1.8104397664224228,-0.8059870932147429,5.331719455685057
1.0,-0.5083708703953745,0.12922047093327535,-0.02189730776041646,0.0027829883513695764,-0.000282958042097188,2.3974604357719747e-05,-1.7411414978169612e-06,1.1064320234083935e-07,-6.249753453038226e-09,3.1771926026775405e-10,-1.4683565171244786e-11,6.220580672177434e-13,-2.432586162061143e-14,8.833256746562621e-16,-2.9937136137839027e-17,9.511979972211279e-19,-2.8444785515625993e-20,8.033611317104737e-22,-2.1495020935235088e-23,-4.46189307199301,1.135799435946857,-3.5017782746711665,-5.875714732874117,-0.43060206582276617,0.7419565032777572,-4.665325503322491,4.181154344283842,0.9468608312310522,-2.1289911380334976,-1.317650828886154,-0.8285701788117146,1.0467451809604937,-2.5378554353821188,3.61408712191642,-0.1783567500921193,-2.837698695319056,-1.8338348726933877,-0.009232331661595133,-3.242330243501584,3.7641944911491176
1.0,-0.2796153150531708,0.03909236220614198,-0.0036436077248143514,0.0002547021304760329,-1.4243723291553951e-05,6.637938626163408e-07,-2.651527571797561e-08,9.2675964670043e-10,-2.8792910065633997e-11,8.050938619299862e-13,-2.0465143077357007e-14,4.768639524319497e-16,-1.0256804945904604e-17,2.0485426759914543e-19,-3.81869270498144e-21,6.67353102371644e-23,-1.0976596939491656e-24,1.705124784137572e-26,-2.5093631774820897e-28,1.3300222817942629,-0.14887691250826662,-0.9447735888814067,0.9001329563500831,0.5741656570331689,-0.6900772367382847,2.139693937941767,-1.2969499979821157,-0.13597513021006477,4.651637386093193,-8.002557773415157,1.5158353574284344,-3.4449612095129125,-4.214268153511159,1.4374431829332956,-2.9196659785209347,-1.390115682194667,0.659107289547981,-0.5458796878244562,-1.4348087539209802,4.344095071690685
1.0,-0.1246783165376198,0.007772341307327459,-0.0003230141432511302,1.0068214899598117e-05,-2.510576168441748e-07,5.216906837013082e-09,-9.291930885319856e-11,1.4481278752069935e-12,-2.0061127290223143e-14,2.501187578391924e-16,-2.8349441510791915e-18,2.9454672019560437e-20,-2.8248914781280992e-22,2.5157336706748557e-24,-2.0910495927783187e-26,1.6294283939017264e-28,-1.1950258180603814e-30,8.277433734153348e-33,-5.431665806452334e-35,-0.5066253715424208,2.056758111900849,-2.5950668702603386,0.3682776569749271,3.9167926582802703,1.7224424488026677,6.716478789169674,0.2784569216978372,-8.413037484948727,2.536276625124576,-0.6157441317006379,0.15922870229077785,1.2304092326627463,-1.3212974017907213,0.22152251891126673,-2.8080243863516117,1.3343303263475932,3.1498411046038406,-6.9121303826860805,-1.0220212561334334,4.759113963798502
1.0,-0.9123882599449169,0.41622616844265664,-0.12658662318964511,0.028874037216075798,-0.005268866514632033,0.00080120865852786,-0.00010443048197243362,1.1910143216504715e-05,-1.207408316111277e-06,1.1016251725797901e-07,-9.137362493832668e-09,6.947351888528279e-10,-4.8759094621533446e-11,3.1776589641593185e-12,-1.9328391553384585e-13,1.1021873460579119e-14,-5.915428204724025e-16,2.998426248076243e-17,-1.439857319502868e-18,2.71314748522266,3.15720736370636,4.461742508476967,-4.107224168199114,0.8027594163269842,3.6045249674206117,2.806718736352954,-0.6418949364678221,1.1109558826265946,-2.183150455747928,3.531708322149566,3.406217275815741,-1.8380905594415808,1.7546340270981187,2.6924043642331155,3.884401864384502,2.507305501025961,-4.111071471867717,5.34584751355672,-3.7645268576185877,1.6355077032897845
1.0,0.14850215810968787,0.011026445481617367,0.0005458169834329985,2.0263749993180006e-05,6.018421210764807e-07,1.489580897019491e-08,3.1600853983765587e-10,5.865993768372896e-12,9.679030378459506e-14,1.4373568996104655e-15,1.9404600142364007e-17,2.40135416533051e-19,2.7431251995174534e-21,2.909714372095785e-23,2.8806590915933294e-25,2.67365057424939e-27,2.3355463547484749e-29,1.9268537446964618e-31,1.5060102076271481e-33,-0.13121597957483633,-5.9263872114530685,-2.430042436776093,0.8973134553827795,-2.852228762313912,0.539477344559365,4.012304841327699,2.3589470321237282,-1.7045267217313076,-1.8921918873466752,-0.11240425439781498,6.183921678693171,-1.9692665184130227,0.5315773833789356,0.828697906235695,2.2430935633691798,-3.4607005429798745,5.7486208614987095,-0.15862322317025004,3.0250105975172428,5.21050273292213
1.0,0.5315326852208698,0.14126349772905414,0.0250287220905388,0.0033258959651077478,0.0003535644826197955,3.1321846474271245e-05,2.3783693089350325e-06,1.5802262815314277e-07,9.332687985322112e-09,4.960628705166812e-10,2.3970329964009477e-11,1.0617511542833527e-12,4.3411957082506807e-14,1.6482052941970002e-15,5.840499905465235e-17,1.940260373615108e-18,6.066540037736979e-20,1.7914246201434742e-21,5.011582835345461e-23,3.087868739724808,7.848163518249546,-2.1840591976932253,0.7939178082853735,-8.499253707951375,0.9035438339095209,0.6534681476562765,3.620885927510509,2.0803981781888488,0.8298222476313695,-1.1415560909704132,-1.0526266115727836,-4.001496513208937,-1.565040073257642,-1.1438444213327963,-1.4892407557428742,-1.8553853249368322,1.8613139154187195,3.9445026848016544,0.708160863870831,5.341738880588805
1.0,0.9075930593299265,0.41186258067192777,0.12460120653851786,0.028271797559623366,0.005131857447978985,0.0007762730335427192,0.00010064857391262275,1.141849338931894e-05,1.1514828164611686e-06,1.0450778121578322e-07,8.622776079765028e-09,6.521643101792378e-10,4.5530753958566574e-11,2.9516711627752572e-12,1.7859441738394116e-13,1.013069085329606e-14,5.408555708628632e-16,2.7270931234169998e-17,1.3026793636629682e-18,-2.3252911520774973,0.4501532047939241,-0.7650408380044647,-0.5230284641881637,0.12318959274384958,4.934368527034389,3.183934036900028,-0.43313840853443153,3.681105719813458,0.4368059990612045,-1.9602958927020069,3.3066056913794326,-1.281177250003821,0.8175684942269521,1.372340635110642,-2.6196255372715935,2.505861802993785,0.39961875556218696,-2.522789895728765,2.3775881061907658,5.523038544020556
1.0,-0.963158316103998,0.46383697094014453,-0.14891614529249622,0.03585745593515474,-0.006907281375655391,0.001108800916438792,-0.00015256440336739385,1.8367959230593775e-05,-1.965694742533954e-06,1.8932752381934853e-07,-1.657748900308939e-08,1.3305621994540104e-09,-9.858015749982742e-11,6.782021321342907e-12,-4.3547734904306973e-13,2.6214601887859753e-14,-1.48522422421457e-15,7.947255904618733e-17,-4.028666113021124e-18,-3.862557706563221,-1.6782849386964331,2.7719627719981688,-2.317306880168912,-0.3771512634560821,-2.0256052570043175,-1.9605688175397402,1.422729400664109,-1.6664027733072033,-3.213826732121306,-0.4178670454725151,0.20896727046738334,1.7335397862694437,-1.3318770049093172,0.7022809024294574,4.396117870957418,1.187051749614564,0.5382287273870534,-0.9210111838105155,-0.5944903633466329,1.2855904444363664
1.0,0.19251851249366006,0.018531688826385773,0.0011892310556170565,5.723724845966522e-05,2.2038459865369563e-06,7.071352518220293e-08,1.9448089544658117e-09,4.680146587476354e-11,1.0011276214146967e-12,1.9273560049107348e-14,3.373197373737618e-16,5.4116911728290575e-18,8.014236420524006e-20,1.1020634817512831e-21,1.414450814535606e-23,1.7019247925615044e-25,1.9273648790589517e-27,2.061407886383069e-29,2.0887325259429907e-31,-0.6905856475044292,-3.6521570334610693,-1.6908068819621578,-3.3434305114171696,-0.24970174827507258,-2.150748184739708,-1.6106888521160396,0.25838593217937555,0.09903442975398397,-0.217083522922375,7.426428197968859,-2.036801715981505,-1.10884315806981,-3.214940470287333,-2.2682365471752304,2.3447350156607714,-2.342175812775295,1.2938035596650193,-0.33351049308482217,-2.3170843367992866,5.215086967133741
1.0,0.5457266320294426,0.14890877845309933,0.027087828714942776,0.0036956373833990364,0.0004033615484888916,3.668752322450392e-05,2.8601940695443543e-06,1.951105095653782e-07,1.1830777917629135e-08,6.456370587276049e-10,3.2031030688437393e-11,1.4566822081693879e-12,6.115002118473011e-14,2.383656793547988e-15,8.672166625713626e-17,2.9578951781555206e-18,9.495306902770236e-20,2.8788010311859553e-21,8.268623110694724e-23,2.1043959647886634,3.0104295526963103,-2.8513539692780174,0.6760084312380064,-1.5830286367796191,-3.310183365265753,3.058103867370014,-2.2029425062971137,3.194052300190009,3.8590636575960424,-1.8951692710739767,-0.46688019242834944,3.472273797273155,-3.655295381443624,4.497310052790458,6.4511612298873064,-0.5588249200137696,0.2910005176738948,-0.1264663732253489,-3.652978148330557,5.284527874346867
1.0,0.3885768138837145,0.07549597014400945,0.009778661179873076,0.0009499402513308612,7.382495124840821e-05,4.781110723537835e-06,2.6540411025394187e-07,1.289123544426485e-08,5.565816884396941e-10,2.162747391599146e-11,7.639940824208276e-13,2.4739198864424765e-14,7.394676209825987e-16,2.0524283723684886e-17,5.316840517729902e-19,1.2912505926920777e-20,2.9514708307867384e-22,6.371517398321282e-24,1.3030652264443882e-25,-6.2058124153038925,-0.9160310742955754,-1.851660404547037,-0.8469342451719858,-3.6523384731963997,-0.2787528975337642,3.861379522078656,-0.36477903520340094,-0.5467352734888429,-0.47690646461185676,5.097786702354706,5.697448503788334,-2.9852680087904906,3.5150364557216607,-2.0679258240215654,-3.353062262670559,0.36828463829698477,4.878042600482447,-1.2927366615720821,0.10529826775009979,5.398141997820249
1.0,1.3229129958632913,0.8750493973119943,0.3858714065754592,0.12761857462268072,0.03376565417637871,0.007444837120626169,0.001406981682708829,0.000232664294124639,3.41994020412049e-05,4.524283341106353e-06,5.441121117197624e-07,5.99844153167244e-08,6.10416635167352e-09,5.768057853957367e-10,5.087092463927684e-11,4.20611295730509e-12,3.2731302901693443e-13,2.4055925544548946e-14,1.6749419226528172e-15,0.004254011605859954,-2.6445637377393947,-2.2349390448457007,3.378718120882857,0.14540338305675127,-0.5600742690035825,-4.264023766819922,-1.3366284896168112,2.4392414664342352,-0.8939609875331564,-3.1261433906460883,2.5619180020332886,1.230484691080631,-0.4176332256796551,-3.1789722520997126,1.4382820841216903,-0.3463384839096214,0.11062414351349312,6.317940971534853,-0.14525425244424223,5.83656389209467
1.0,-1.9939212411465266,1.9878609579476525,-1.3212127294992355,0.6585985313554265,-0.2626387202114983,0.087280153829541,-0.024861393235894022,0.006196457507193209,-0.0013728053603838217,0.00027372657680291144,-4.961720325033193e-05,8.244399623926777e-06,-1.2645141177421565e-06,1.8009582564969614e-07,-2.3939792813650037e-08,2.9833788374864863e-09,-3.4991896673243157e-10,3.876171446932445e-11,-4.06777925387593e-12,0.655263286442691,0.7353772469205861,-1.9090991783112612,3.8090686213034894,-1.7134176092217817,-0.04281346110592912,7.170265648716864,-1.3586556460049386,5.749257513243618,0.3375581564588767,-0.5032241455294941,-4.466799798176284,0.1322263996677949,0.5736712580098172,1.0876010296479506,-0.9162493390593187,2.350022626426402,4.108619682317425,3.2382784660145942,1.7410621127897228,-11.676414737021252
1.0,0.4124056088279594,0.08503919309637993,0.011690213401050323,0.0012052773937472321,9.941263147498068e-05,6.833054468104828e-06,4.025699982961971e-07,2.075276565540172e-08,9.509507727755456e-10,3.9217743241191744e-11,1.47032884347657e-12,5.0530988489272024e-14,1.603020236353603e-15,4.7221038324067636e-17,1.2982814039683679e-18,3.346365830209954e-20,8.118000220993036e-22,1.8599493464467454e-23,4.0371239084765015e-25,-3.610451457745235,-2.182582560214461,0.21723558610047833,-0.2596003952424762,-2.665921223520477,-4.315519777837321,1.7891911834388674,4.109473502119101,0.49473616840184687,3.346463411215165,-0.1438578898297576,2.0893359773615567,-2.99202027911978,0.9136438592441631,-1.819371687536754,-3.0002028586145864,2.3119245392147922,-1.7560320657931103,1.6517781178448652,-4.478824356970184,5.378995681408576
